title,composer,style,key,transpose,comp_style,bpm,repeats,time_signature,chords
Sweet Fields,Traditional,Medium Swing,Eb,,0,0,,"(4, 4)","['Eb', 'Eb', 'Eb', 'Ab', 'Eb', 'Eb', 'C-', 'Bb7', 'Bb7', 'Eb', 'Eb', 'Eb', 'Ab', 'Eb', 'Eb', 'C-', 'Bb7', 'Eb', 'Ab', 'Eb', 'Eb', 'Eb', 'Ab', 'Eb', 'Eb', 'Eb', 'C-', 'Bb7', 'Bb7', 'Eb', 'Eb', 'Ab', 'Eb', 'C-', 'Eb', 'Bb7', 'Eb', 'Ab', 'Eb']"
Sweet Georgia Bright,Lloyd Charles,Medium Up Swing,C,,0,0,,"(4, 4)","['C7', 'C7', 'Bb7', 'Bb7', 'C7', 'C7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Eb7', 'Eb7', 'D7', 'Db7', 'C7', 'C7']"
Sweet Georgia Brown,Pinkard-Casey-Bernie,Up Tempo Swing,Ab,,0,0,,"(4, 4)","['F7', 'F7', 'F7', 'F7', 'Bb7', 'Bb7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Eb7', 'Eb7', 'Ab^7', 'Bb-7', 'Eb7', 'Ab^7', 'Gh7', 'C7b9', 'F7', 'F7', 'F7', 'F7', 'Bb7', 'Bb7', 'Bb7', 'Bb7', 'F-', 'Gh7', 'C7b9', 'F-', 'Bb-7', 'Eb7', 'Ab7', 'G7', 'Gb7', 'F7', 'Bb7', 'Eb7', 'Ab6']"
Sweet Georgia Brown (Dixieland Tunes) (1925),Pinkard-Casey-Bernie,Up Tempo Swing,Ab,,0,0,,"(4, 4)","['F7', 'F7', 'F7', 'F7', 'Bb7', 'Bb7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Eb7', 'Eb7', 'Ab', 'Eb7', 'Ab', 'C7', 'F7', 'F7', 'F7', 'F7', 'Bb7', 'Bb7', 'Bb7', 'Bb7', 'F-', 'C7', 'F-', 'C7', 'Ab', 'Ab', 'F7', 'Bb7', 'Eb7', 'Ab']"
Sweet Lorraine,Burwell Cliff,Medium Swing,G,,0,0,,"(4, 4)","['G6', 'F7', 'E7', 'A-7', 'D7', 'B7/D#', 'E-7', 'Eb7', 'D-7', 'G7', 'C7', 'B7b9', 'E7', 'A7', 'A-7', 'D7', 'B-7', 'E7', 'A-7', 'D7#5', 'G6', 'F7', 'E7', 'A-7', 'D7', 'B7/D#', 'E-7', 'Eb7', 'D-7', 'G7', 'C7', 'B7b9', 'E7', 'A7', 'A-7', 'D7', 'G6', 'C7', 'C#o', 'G6/D', 'D-7', 'G7', 'C6', 'E7', 'A-7', 'Ab7', 'G-7', 'C7', 'F^7', 'E7', 'A-7', 'Ab7', 'G-7', 'C7', 'F^7', 'E7', 'Eb7#11', 'D7', 'F^7', 'E7', 'Eb7#11', 'D7', 'G6', 'F7', 'E7', 'A-7', 'D7', 'B7/D#', 'E-7', 'Eb7', 'D-7', 'G7', 'C7', 'B7b9', 'E7', 'A7', 'A-7', 'D7', 'G6', 'C7', 'C#o', 'G6/D', 'D7']"
Sweet Lorraine (Dixieland Tunes),"Cliff Burwell, Mitchell Parish (1928)",Medium Swing,F,,0,0,,"(4, 4)","['F', 'D7', 'G7', 'C7', 'D-', 'Bb7', 'A7', 'D7', 'G7', 'C7', 'F', 'G-7', 'C+', 'F', 'D7', 'G7', 'C7', 'D-', 'Bb7', 'A7', 'D7', 'G7', 'C7', 'F', 'F7', 'Bb', 'D7', 'G-', 'Bb7', 'Eb7', 'D7', 'G-', 'Bb7', 'Eb7', 'D7', 'Db7', 'C7', 'Eb7', 'D7', 'G7', 'C+', 'F', 'D7', 'G7', 'C7', 'D-', 'Bb7', 'A7', 'D7', 'G7', 'C7', 'F', 'F']"
Sweet Savannah Sue,"Fats Waller, Brooks, Razaf (1929)",Medium Swing,Bb,,0,0,,"(4, 4)","['Bb', 'F7', 'Bb', 'D7', 'G-', 'D7', 'G-', 'Gb7', 'F7', 'F7', 'Bb', 'Bb', 'F', 'D7', 'G-7', 'C7', 'C-7', 'F7', 'Bb', 'G7', 'C7', 'C7', 'F7', 'F7', 'Bb', 'F7', 'D7', 'D7', 'G7', 'G7', 'C7', 'C7', 'F7', 'F7', 'Bb', 'G7', 'C7', 'C7', 'F7', 'F7', 'D7', 'D7', 'Eb', 'Eb-', 'Bb', 'C-7', 'F7', 'Bb', 'G7', 'C7', 'F7', 'Bb']"
Sweet Substitute,Fats Waller (1938),Medium Swing,Ab,,0,0,,"(4, 4)","['Db', 'Do', 'Ab', 'F7', 'Bb7', 'Eb7', 'Ab', 'E7', 'Eb7', 'Ab', 'E7', 'Eb7', 'Ab', 'Ab', 'F7', 'Bb7', 'Eb7', 'Ab', 'G7', 'C7', 'F-', 'Ab7', 'Db', 'Do', 'Ab', 'F7', 'Bb7', 'Eb7', 'Ab', 'G7', 'C7', 'F-', 'Ab7', 'Db', 'Do', 'Ab', 'F7', 'Bb7', 'Eb7', 'Ab', 'Ab', 'G7', 'C7', 'F-', 'Ab7', 'Db', 'Do', 'Ab', 'F7', 'Bb7', 'Eb7', 'Ab', 'G7', 'C7', 'F-', 'Ab7', 'Db', 'Do', 'Ab', 'F7', 'Bb7', 'Eb7', 'Ab', 'F7', 'Bb7', 'Eb7', 'Ab']"
Sweet Sue,"Will J Harris, Victor Young (1928)",Medium Up Swing,F,,0,0,,"(4, 4)","['G-7', 'C7', 'G-7', 'C7', 'F', 'F', 'C7', 'F', 'F', 'G-7', 'C7', 'G-7', 'C7', 'F', 'F', 'C7', 'F', 'F', 'F', 'A-', 'C-', 'D7', 'G-7', 'G-7', 'Bb-6', 'C7', 'G-7', 'C7', 'G-7', 'C7', 'F', 'F', 'C7', 'F', 'F']"
"Sweet Sue, Just You",Harris-Young,Medium Up Swing,G,,0,0,,"(4, 4)","['A-7', 'D7', 'A-7', 'D7', 'G6', 'G6', 'G6', 'G6', 'A-7', 'D7', 'A-7', 'D7', 'G6', 'G6', 'G6', 'G6', 'G^7', 'B-', 'D-', 'E7', 'A-7', 'A-7', 'C-7', 'C-7', 'A-7', 'D7', 'A-7', 'D7', 'G6', 'G6', 'G6', 'G6']"
"Sweetest Sounds, The",Rodgers Richard,Medium Up Swing,C-,,0,0,,"(4, 4)","['C-7', 'C-7', 'F-7', 'F-7', 'Ab7#11', 'G7#11', 'C-7', 'Dh7', 'G7b9', 'C-7', 'C-7', 'F-7', 'F-7', 'F-7', 'Bb13', 'Eb^7', 'Dh7', 'G7b9', 'C-7', 'C-7', 'F-7', 'F-7', 'Ab7#11', 'G7#11', 'Bb-7', 'Eb7', 'Ab^7', 'Ah7', 'D7b9', 'G-7', 'C7', 'F-7', 'Bb7', 'Eb^7', 'Bb-7', 'Eb7', 'Ab6', 'Ab6', 'F-7', 'Bb7sus', 'Bb7', 'Eb6', 'Eb6', 'Dh7', 'G7b9']"
"Sweetheart Of Sigma Chi, The","F Dudleigh Fermor, Byron D Stokes 1912",Ballad,F,,0,0,,"(4, 4)","['F', 'A7', 'D7', 'D7', 'G-', 'D7', 'G-', 'D7', 'G-', 'C7', 'C7', 'F', 'F', 'G7', 'G7', 'C7', 'C7', 'F', 'A7', 'D7', 'D7', 'G-', 'D7', 'G-', 'D7', 'G-', 'Bb', 'Bo', 'F', 'D7', 'G7', 'C7', 'F', 'F']"
Sweethearts On Parade,"Carmen Lombardo, Charles Newman (1928)",Medium Swing,F,,0,0,,"(4, 4)","['F', 'F', 'C7', 'C7', 'F', 'C+', 'F', 'C7', 'F', 'F', 'C7', 'C7', 'F', 'F7', 'Bb', 'Bb-', 'F', 'Bb', 'F', 'F7', 'Bb', 'Bo', 'F', 'D7', 'G-', 'D7', 'G7', 'C7', 'F', 'F', 'C7', 'C7', 'F', 'F7', 'Bb', 'Bb-', 'F', 'Bb', 'F']"
"Swing Low, Sweet Chariot",Harry Thacker Burleigh (1917),Spiritual,G,,0,0,,"(4, 4)","['G', 'C', 'G', 'G', 'D7', 'G', 'G7', 'C', 'G', 'G', 'D7', 'G', 'G', 'G7', 'C', 'G', 'G', 'D7', 'G', 'G7', 'C', 'G', 'G', 'D7', 'G']"
Swing That Music,"Louis Armstrong, Horace Garlach 1936",Medium Swing,Bb,,0,0,,"(4, 4)","['Bb', 'Bb', 'Eb7', 'Eb7', 'Bb', 'Bb', 'G7', 'G7', 'C7', 'C7', 'F7', 'Bb', 'Go', 'C-7', 'F7', 'Bb', 'Bb', 'Eb7', 'Eb7', 'Bb', 'Bb', 'G7', 'G7', 'Eb', 'Eb-', 'Bb', 'Go', 'Gb7', 'F7', 'Bb', 'Bb']"
Swinging At The Haven,Marsalis Ellis,Up Tempo Swing,F,,0,0,,"(4, 4)","['Bb13sus', 'Bb13sus', 'Bb13sus', 'Bb13sus', 'Ab13sus', 'Ab13sus', 'Ab13sus', 'Ab13sus', 'Db^7', 'G-7', 'C7', 'F^7', 'F^7', 'Bb-7', 'Eb7', 'Ab^7', 'G-7', 'C7b9', 'Bb13sus', 'Bb13sus', 'Bb13sus', 'Bb13sus', 'Ab13sus', 'Ab13sus', 'Ab13sus', 'Ab13sus', 'Db^7', 'G-7', 'C7', 'F^7', 'Bb-7', 'Eb7', 'A-7', 'D7', 'G-7', 'C7', 'F^7', 'F^7']"
"Swinging Shepherd Blues, The",Koffman-Roberts-Jacobson,Slow Swing,Bb,,0,0,,"(4, 4)","['Bb6', 'Bb6', 'Bb6', 'Bb6', 'Eb7', 'Eb7', 'Bb7', 'C-7', 'C#o', 'Bb/D', 'G7#9', 'C-7', 'F7', 'Bb7', 'Eb7', 'Gb7/E', 'F7', 'Bb7']"
Só Danço Samba,Jobim Antonio-Carlos,Bossa Nova,C,,0,0,,"(4, 4)","['C6', 'F7', 'D7', 'D7', 'D-7', 'G7', 'C6', 'F7', 'C6', 'F7', 'D7', 'D7', 'D-7', 'G7', 'C6', 'C6', 'G-7', 'C7', 'F^7', 'F^7', 'A-7', 'D7', 'G7', 'G7', 'C6', 'F7', 'D7', 'D7', 'D-7', 'G7', 'C6', 'F7']"
Tadd's Delight,Dameron Tadd,Medium Up Swing,Ab,,150,0,,"(4, 4)","['Bb-7', 'Bb-7', 'Eb7b9', 'Ab^7', 'Ch7', 'F7', 'Bb-7', 'Bb-7', 'Eb7b9', 'Ab^7', 'Eb-7', 'Ab7', 'Db^7', 'Gb7#11', 'Ab^7', 'F7b9', 'Bb7#11', 'Bb7#11', 'Eb7', 'C-7', 'F7', 'Bb-7', 'Bb-7', 'Eb7b9', 'Ab^7', 'Ch7', 'F7', 'Bb-7', 'Bb-7', 'Eb7b9', 'Ab^7', 'Eb-7', 'Ab7', 'Db^7', 'Gb7#11', 'Ab^7', 'C-7', 'F7', 'F-7', 'Bb7', 'Bb-7', 'Eb7', 'Ab^7', 'F7b9']"
Take Five,Desmond Paul,Medium Up Swing,Eb-,,0,0,,"(5, 4)","['Eb-', 'Bb-7', 'Eb-', 'Bb-7', 'Eb-', 'Bb-7', 'Eb-', 'Bb-7', 'Eb-', 'Bb-7', 'Eb-', 'Bb-7', 'Eb-', 'Bb-7', 'Eb-', 'Bb-7', 'B^7', 'Ab-6', 'Bb-7', 'Eb-7', 'Ab-7', 'Db7', 'Gb^7', 'B^7', 'Ab-6', 'Bb-7', 'Eb-7', 'Ab-7', 'Db7', 'Fh7', 'Bb7b9', 'Eb-', 'Bb-7', 'Eb-', 'Bb-7', 'Eb-', 'Bb-7', 'Eb-', 'Bb-7', 'Eb-', 'Bb-7', 'Eb-', 'Bb-7', 'Eb-', 'Bb-7', 'Eb-', 'Bb-7']"
Take Me Back To New Orleans,Chris Barber (1980),Medium Swing,Bb,,0,0,,"(4, 4)","['Bb', 'Eb7', 'Bb', 'F7', 'Bb', 'Bb7', 'Eb', 'Eo', 'Bb', 'F7', 'Bb', 'Bb', 'Eb7', 'Bb', 'F7', 'Bb', 'Bb7', 'Eb', 'Eo', 'Bb', 'F7', 'Bb', 'Bb', 'D7', 'Eb', 'D7', 'Eb', 'Eo', 'Bb', 'C7', 'F7', 'Bb', 'D7', 'Eb', 'D7', 'Eb', 'Eo', 'Bb', 'F7', 'C7', 'F7', 'Bb', 'Eb7', 'Bb', 'F7', 'Bb', 'Bb7', 'Eb', 'Eo', 'Bb', 'F7', 'Bb']"
Take The A Train,Strayhorn Billy,Medium Up Swing,C,,0,0,,"(4, 4)","['C6', 'C6', 'D7#11', 'D7#11', 'D-7', 'G7', 'C6', 'D-7', 'G7', 'C6', 'C6', 'D7#11', 'D7#11', 'D-7', 'G7', 'C6', 'G-7', 'C7', 'F^7', 'F^7', 'F^7', 'F^7', 'D7', 'D7', 'D-7', 'G7', 'G7b9', 'C6', 'C6', 'D7#11', 'D7#11', 'D-7', 'G7', 'C6', 'D-7', 'G7']"
Taking A Chance On Love,Duke Vernon,Medium Swing,F,,0,0,,"(4, 4)","['F^7', 'D-7', 'G-7', 'D7', 'G-7', 'C7', 'F^7', 'A7', 'D-7', 'G7', 'G-7', 'C7', 'A-7', 'Ab7', 'G-7', 'C7', 'F^7', 'D-7', 'G-7', 'D7', 'G-7', 'C7', 'F^7', 'A7', 'D-7', 'G7', 'G-7', 'C7', 'F6', 'C-7', 'F7', 'Bb6', 'G7', 'C-7', 'F7', 'Bb^7', 'Bb-7', 'Eb7', 'Ab6', 'Ao7', 'Bb-7', 'Bo7', 'C7', 'F^7', 'D-7', 'G-7', 'D7', 'G-7', 'C7', 'F^7', 'A7', 'D-7', 'G7', 'G-7', 'C7', 'F6']"
Tangerine,Schertzinger Victor,Medium Swing,F,,0,0,,"(4, 4)","['G-7', 'C7', 'F6', 'Bb7', 'A-7', 'D7#9', 'G-7', 'C7', 'G-7', 'C7', 'F^7', 'D7b9', 'G-7', 'C7', 'F6', 'Bh7', 'E7b9', 'A^7', 'F#-7', 'B-7', 'E7', 'A7', 'D7b9', 'G-7', 'C7', 'F6', 'Bb7', 'A-7', 'D7#9', 'G-7', 'C7', 'G-7', 'C7', 'Eb7', 'D7b13', 'G-7', 'Eh7', 'A7#9', 'D-7', 'G7', 'G-7', 'C7', 'F6', 'D7#9']"
Tangerine (Dixieland Tunes),"Victor Schertzinger, Johnny Mercer (1942)",Medium Swing,F,,0,0,,"(4, 4)","['G-7', 'C7', 'F', 'F', 'Abo', 'G-7', 'C7', 'G-7', 'C7', 'F', 'F', 'D+', 'G-7', 'C7', 'F', 'F', 'E7', 'A', 'F#-', 'B-7', 'E7', 'A7', 'A7', 'D+', 'G-7', 'C7', 'F', 'F', 'Abo', 'G-7', 'C7', 'G-7', 'C7', 'Eb7', 'D7', 'G-7', 'A7', 'D-7', 'F', 'G7', 'Bb-', 'G-7', 'G-7', 'C7', 'F', 'F']"
Tautology,Konitz Lee,Up Tempo Swing,F,,230,0,,"(4, 4)","['F^7', 'Bb6', 'A-7', 'D7b9', 'G-7', 'C7', 'F^7', 'D-7', 'G-7', 'C7', 'F^7', 'Bb6', 'F^7', 'D7b9', 'G-7', 'C7', 'F^7', 'F^7', 'Bb-7', 'Eb7', 'Ab^7', 'Ab^7', 'A-7', 'D7', 'G7', 'C7', 'F^7', 'Bb6', 'A-7', 'D7b9', 'G-7', 'C7', 'F^7', 'D-7', 'G-7', 'C7']"
Tea For Two,Youmans Vincent,Medium Swing,Ab,,0,0,,"(4, 4)","['Bb-7', 'Eb7', 'Bb-7', 'Eb7', 'Ab^7', 'Db7', 'C-7', 'F7', 'Bb-7', 'Eb7', 'Bb-7', 'Eb7', 'Ab^7', 'Ab^7', 'D-7', 'G7', 'D-7', 'G7', 'C^7', 'F7', 'E-7', 'A7', 'D-7', 'G7', 'D-7', 'G7', 'C^7', 'Eb7', 'Bb-7', 'Eb7', 'Bb-7', 'Eb7', 'Ab^7', 'Db7', 'C-7', 'F7', 'Bb-7', 'Eb7', 'Bb-7', 'Eb7', 'Ch7', 'F7b9', 'Bb-7', 'Co7', 'Db^7', 'Co7', 'Bb-7', 'Bb-7/Ab', 'Gb7', 'C-7', 'Bo7', 'Bb-7', 'Eb7', 'Ab6', 'Ch7', 'F7b9']"
Teach Me Tonight,DePaul Gene,Slow Swing,Eb,,0,0,,"(4, 4)","['Eb^7', 'Ab7', 'G-7', 'C7b13', 'F-7', 'Bb7', 'Gh7', 'C7b9', 'F-7', 'Bb7', 'G-7', 'C7b9', 'F-7', 'Bb7', 'Eb^7', 'Ab7', 'G-7', 'C7b13', 'F-7', 'Bb7', 'Gh7', 'C7b9', 'F-7', 'Bb7', 'Eb6', 'Ab7', 'Eb6', 'G-7', 'Gb-7', 'F-7', 'Bb7', 'G-7', 'C7b9', 'F-7', 'Bb7', 'Eb^7', 'Ah7', 'D7b9', 'G-7', 'C7', 'C-7', 'F7', 'F-7', 'Bb7', 'Eb^7', 'Ab7', 'G-7', 'C7b13', 'F-7', 'Bb7', 'Gh7', 'C7b9', 'F-7', 'Bb7', 'Eb6', 'C-7', 'F-7', 'Bb7']"
Teach Me Tonight (Dixieland Tunes),"Gene DePaul, Sammy Kahn 1954",Ballad,Eb,,0,0,,"(4, 4)","['Eb', 'Ab7', 'G-7', 'C7', 'F-7', 'Bb7', 'Db7', 'C7', 'F-7', 'Bb7', 'Eb', 'C7', 'F-7', 'Bb7', 'Eb', 'Ab7', 'G-7', 'C7', 'F-7', 'Bb7', 'Db7', 'C7', 'F-7', 'Bb7', 'Eb', 'Eb', 'F-7', 'Bb7', 'Eb', 'Eo', 'F-7', 'Bb7', 'Eb', 'A-7', 'D7', 'G-7', 'C-7', 'F7', 'F-7', 'Bb7', 'Eb', 'Ab7', 'G-7', 'C7', 'F-7', 'Bb7', 'Db7', 'C7', 'F-7', 'Bb7', 'Eb', 'Eb']"
Tell 'Em 'Bout Me (When You Reach Tennessee),"Sidney Easton, Ethel Waters (1925)",Medium Swing,F,,0,0,,"(4, 4)","['F', 'F', 'D7', 'D7', 'G7', 'C7', 'F', 'C7', 'F', 'E7', 'A-', 'F-', 'C', 'G7', 'C', 'C7', 'F7', 'F7', 'Bb', 'Bb', 'G7', 'G7', 'C7', 'C7', 'F', 'F', 'D7', 'D7', 'G7', 'C7', 'F', 'C7']"
Tell me a bedtime story,Hancock Herbie,Funk,C,,0,0,,"(4, 4)","['G^9', 'G^9', 'F#-7', 'F#-7', 'G^9', 'G^9', 'F#-7', 'F#-7', 'G^9', 'G^9', 'F#-7', 'F#-7', 'G^9', 'F#-7', 'C^9', 'C^9', 'B^9', 'G^9', 'E^9', 'C^7#11', 'B^9', 'G^9', 'E^9', 'C^7#11', 'F#-9', 'B7#5', 'E^9', 'E7#9', 'Eb7#9', 'D^9', 'Db7#9', 'C^7#11', 'C^7#11', 'B^9', 'G^9', 'E^9', 'C^7#11', 'B^9', 'G^9', 'E^9', 'C^7#11', 'B7sus', 'Bb7sus', 'A7sus', 'Ab-9', 'E-7', 'Db-11', 'Eb-11', 'E-11', 'F#-7', 'G^9#11', 'G^9#11', 'F#-7', 'F#-7', 'E-11', 'A13b9', 'D^9', 'C^7#11', 'B^9', 'G^9', 'E^9', 'C^7#11', 'B^9', 'G^9', 'E^9', 'C^7#11', 'F#-9', 'B7#5', 'E^9', 'E7#9', 'Eb7#9', 'D^9', 'Db7#9', 'C^7#11', 'C^7#11', 'B^9', 'G^9', 'E^9', 'C^7#11', 'B^9', 'G^9', 'E^9', 'C^7#11', 'B7sus', 'Bb7sus', 'A7sus', 'Ab-9', 'E-7', 'Db-11', 'Eb-11', 'E-11', 'F#-7', 'G^9#11', 'G^9#11', 'F#-7', 'F#-7', 'E-11', 'A13b9', 'D^9', 'C^7#11', 'B^9', 'G^9', 'E^9', 'C^7#11', 'B^9', 'G^9', 'E^7#11', 'C^9', 'B^9', 'G^9', 'E^9', 'C^7#11', 'B^9', 'G^9', 'E^9', 'C^7#11', 'B^7#11']"
Tempus Fugit,Powell Bud,Up Tempo Swing,D-,,0,0,,"(4, 4)","['G-7', 'A7', 'D-7', 'A7', 'D-7', 'G-7', 'A7', 'D-7', 'E7', 'A7', 'D-', 'G-7', 'A7', 'D-7', 'A7', 'D-7', 'G-7', 'A7', 'D-7', 'E7', 'A7', 'D-', 'Eh7', 'A7#9', 'D-7', 'E7#9', 'A7#5', 'A7#5', 'D7#9', 'D7#9', 'G-7', 'A7', 'D-7', 'A7', 'D-7', 'G-7', 'A7', 'D-7', 'E7', 'A7', 'D-']"
Tenderly,Gross Walter,Ballad,Eb,,0,0,,"(4, 4)","['Eb^7', 'Ab7', 'Eb-7', 'Ab7', 'F-7', 'Db7#11', 'Eb^7', 'Gh7', 'C7b9', 'Fh7', 'Bb7', 'Fh7', 'Bb7', 'Bo7', 'C-7', 'F7', 'F-7', 'Bb7', 'Eb^7', 'Ab7', 'Eb-7', 'Ab7', 'F-7', 'Db7#11', 'Eb^7', 'Gh7', 'C7b9', 'Fh7', 'Bb7', 'Bo7', 'C-7', 'F7', 'F#o7', 'G-7', 'C7', 'F-7', 'Bb7', 'Eb6', 'F-7', 'Bb7']"
Tenor Madness,Rollins Sonny,Medium Up Swing,Bb,,0,0,,"(4, 4)","['Bb7', 'Eb7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Bb7', 'Bb7', 'C-7', 'F7', 'Bb7', 'F7']"
Terra Nova,Rosenwinkel Kurt,Bossa Nova,Db,,0,0,,"(4, 4)","['Dbadd9/Ab', 'Badd9/F#', 'Eadd9/B', 'Dadd9/A', 'Dbadd9/Ab', 'Badd9/F#', 'Bb/F', 'Bbsus/F', 'Absus', 'Dbadd9/Ab', 'Badd9/F#', 'Eadd9/B', 'Dadd9/A', 'Dbadd9/Ab', 'Badd9/F#', 'Eadd9', 'A69', 'F#add9', 'B69', 'G-7', 'G-6', 'G-b6', 'G-', 'G#o7', 'E-7', 'E-b6', 'G^7', 'F#/C', 'F#/C', 'G-', 'G-b6', 'G-6', 'Ab-6', 'A-6', 'B7#9', 'F7#11', 'Eadd9/C', 'F/B', 'E-7', 'Ebadd9/Bb', 'Ebadd9/Bb', 'Dbadd9/Ab', 'Badd9/F#', 'Eadd9', 'Dadd9/A', 'Dbadd9/Ab', 'Badd9/F#', 'Eadd9', 'A69', 'F#add9', 'B69']"
Thanks For The Memory,Robin Leo,Medium Swing,F,,0,0,,"(4, 4)","['G-7', 'C7', 'F6', 'F6', 'F6', 'F#o7', 'G-7', 'C7', 'F6', 'F#o7', 'G-7', 'Ao7', 'Bb6', 'G-7', 'C7', 'G-7', 'C7', 'F6', 'F6', 'F6', 'F#o7', 'G-7', 'C7', 'F6', 'F#o7', 'G-7', 'Ao7', 'Bb6', 'G-7', 'Eh7', 'A7b5', 'Ab^7', 'Bb-7', 'Eb7', 'Ab^7', 'Ao7', 'C^7', 'A-7', 'D-7', 'G7', 'G-7', 'C7#5', 'G-7', 'C7', 'F6', 'F6', 'F6', 'F#o7', 'G-7', 'C7', 'F6', 'F#o7', 'G-7', 'Ao7', 'Bb6', 'G-7', 'C7', 'F6', 'D7b9']"
That Da Da Strain,"Edgar Dowell, Mamie Medina (1922)",Medium Swing,Bb,,0,0,,"(4, 4)","['G-', 'D7', 'G-', 'G-', 'D7', 'G-', 'D7', 'D7', 'D7', 'D7', 'G-', 'D7', 'G-', 'G-', 'D7', 'G-', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C7', 'C7', 'C7', 'C7', 'F', 'F', 'F', 'F', 'Bb', 'D7', 'G7', 'G7', 'G7', 'G7', 'G7', 'C7', 'F7', 'Bb', 'Bb', 'Bb', 'Bb', 'Bb', 'Bb', 'D7', 'G7', 'G7', 'G7', 'G7', 'G7', 'C7', 'F7', 'Bb', 'Bb']"
That Old Black Magic,Arlen Harold,Medium Swing,Eb,,0,0,,"(4, 4)","['Eb^7', 'Eb^7', 'Eb^7', 'Eb^7', 'Eb^7', 'Eb^7', 'F-7', 'Bb7', 'F-7', 'Bb7', 'F-7', 'Bb7', 'G-7', 'C7', 'F-7', 'Bb7', 'Eb^7', 'Eb^7', 'Eb^7', 'Eb^7', 'Eb^7', 'Eb^7', 'Db7', 'Db7', 'F-7', 'Bb7', 'G-7', 'Gbo7', 'F-7', 'Bb7', 'Eb6', 'Dh', 'G7', 'C-7', 'C-7', 'Ab7#11', 'Ab7#11', 'G7', 'G7', 'C7', 'C7', 'F-7', 'F-7', 'Ab-7', 'Db7', 'Ab-7', 'Db7', 'G-7', 'C7', 'F-7', 'Bb7', 'Eb^7', 'Eb^7', 'Eb^7', 'Eb^7', 'Bb-7', 'Eb7', 'Bb-7', 'Eb7', 'Ab^7', 'Db7', 'Db7', 'F-7', 'Bb7', 'G-7', 'Gbo7', 'F-7', 'F-7', 'Ab-7', 'Db7', 'F-7', 'Bb7sus', 'Eb6', 'F-7', 'Bb7']"
That Old Devil Called Love,Fisher Doris,Medium Swing,Eb,,0,0,,"(4, 4)","['F-7', 'Eo7', 'F-7', 'Bb7', 'Bb7/Ab', 'G-7', 'Ab9#11', 'G-7', 'C9', 'F9', 'Ab-6', 'G-7', 'F#o7', 'F-7', 'C7b9', 'F-7', 'Eo7', 'F-7', 'Bb7', 'Bb7/Ab', 'G-7', 'Ab9#11', 'G-7', 'C9', 'F9', 'Ab-6', 'F-7', 'F-7/Bb', 'Eb69', 'Gbo7', 'F-7', 'Bb9', 'G-7', 'Gb-7', 'F-7', 'Bb13', 'Eb69', 'Db9', 'C-6', 'Bo7', 'C-7/Bb', 'Ah7', 'C-9', 'F13', 'F-7', 'C7b9', 'F-7', 'Eo7', 'F-7', 'Bb7', 'Bb7/Ab', 'G-7', 'Ab9#11', 'G-7', 'C9', 'F9', 'Ab-6', 'F-7', 'F-7/Bb', 'Eb69']"
That Old Feeling,Brown-Fain,Ballad,C,,0,0,,"(4, 4)","['C69', 'C69', 'Eh7', 'A7', 'D-7', 'D-7', 'F-7', 'G7', 'A-7', 'E7#5', 'Eh7', 'A7', 'D7', 'A-7', 'D7', 'Ab7', 'D-7', 'G7', 'C69', 'C69', 'Eh7', 'A7', 'D-7', 'D-7', 'F7', 'E7', 'Eh7', 'A7b9', 'D-7', 'F-7', 'Bb7', 'A-7', 'D7', 'D-7', 'G7', 'C69']"
That Teasin' Rag,Joseph Zachariah Taylor 'Joe' Jordan 1909,Medium Swing,Eb,,0,0,,"(4, 4)","['Bb', 'Bb', 'F7', 'Bb', 'Bb', 'Bb', 'F7', 'Bb', 'Bb', 'Bb', 'F7', 'Bb', 'Bb', 'Bb', 'F7', 'Bb', 'Bb7', 'Bb7', 'Bb7', 'Bb7', 'Eb', 'Eb', 'G7', 'G7', 'C7', 'C7', 'F7', 'F7', 'Bb7', 'Bb7', 'Eb', 'Eb', 'G-', 'D7', 'G-', 'Bb7', 'Eb', 'Eb', 'G7', 'G7', 'C7', 'C7', 'F7', 'F7', 'Ab', 'Ab-', 'Eb', 'C7', 'F7', 'Bb7', 'Eb', 'Eb']"
That's A Plenty (Page 1),"Lew Pollack, Raymond Gilbert (1914)",Medium Swing,F,,0,0,,"(4, 4)","['D-', 'D-', 'D-', 'D-', 'A7', 'A7', 'D-', 'A7', 'D-', 'D-', 'D-', 'D-', 'A7', 'A7', 'D-', 'A7', 'D-', 'C7', 'C7', 'F', 'F', 'C7', 'C7', 'F', 'F', 'C7', 'C7', 'F', 'F', 'Fo', 'F', 'D7', 'G7', 'C7', 'F']"
That's A Plenty (Page2),"Lew Pollack, Raymond Gilbert (1914)",Medium Swing,F,,0,0,,"(4, 4)","['Bb', 'Bb', 'G7', 'G7', 'C7', 'F7', 'Bb', 'F7', 'Bb', 'Bb', 'G7', 'G7', 'C7', 'F7', 'Bb', 'Bb', 'D7', 'D7', 'D7', 'D7', 'F7', 'F7', 'F7', 'F7', 'F7', 'F7', 'F7', 'F7']"
